Produto,media_valor_vendido,media_peso_vendido,quantidade_vendas,quantidade_clientes,saldo_kg,preco_sugerido
8839,3969.9,91.07,8,4,0,62.42
8395,153195.01,7037.26,31,3,2760,26.71
6800,1557.37,51.71,54,21,8.4,56.23
11801,1111.44,559.21,72,45,103,48.39
8620,9558,208,4,4,0,86.61
8294,10702.64,588.52,84,50,173,29.75
11832,7625.71,204,15,11,3786,27.75
9230,6236.85,145.97,23,20,0,48.21
4993,1344,43.71,4,3,2190.492,25
10530,3024.53,155.85,45,24,0,27.4
4823,10777.84,179.65,45,32,5372.577,622.94
11501,5063,122,2,1,0,61.67
11707,1566.9,11.91,1,1,0,104.31
11762,7073.94,289.19,16,7,61,28.04
82639,804.03,13.36,33,23,289.613412,68.54
1334,3143.36,170.55,73,48,1590,30.13
3233,173976.83,5655.92,13,1,34515,27.42
7212,2340.91,65.36,29,15,1033.85,48.8
4160,3855.73,62.3,24,16,1196.0736,50.25
4914,117136.77,4106.24,25,7,84399,28.99
775,3939.37,185.86,30,15,4257.9432,119.87
11835,23572.5,1122.5,2,1,0,36.16
3340,214573.26,7636.08,12,1,50176,27.37
5002,1360.2,85.87,51,24,5809.1976,32.31
2123,3610.67,84.73,17,14,36.4,61.06
12163,177208.01,5478.6,10,2,4963,27.12
1931,4936.94,182.7,46,17,2737,26.73
83545,1195.98,9.22,11,11,204.972,81.48
4930,1402.15,78.57,33,12,1194.9804,53.18
1789,4502.18,104.92,15,8,0,55.47
1364,2616.19,103.41,17,8,2340,28.99
11793,3455.2,80,1,1,0,64.45
10154,2300.76,58.36,11,5,0,70.99
82727,1717.6,32.91,19,12,396.96,56.05
6972,3839.97,56.08,5,5,64.5116,450.19
7150,6426.04,114.89,42,33,1710.25,61.06
6090,2594.98,75.36,870,517,2685.64,46.3
83035,18383.91,225.26,26,21,7340.6178,586.06
8398,1458.99,39,1,1,0,64.33
8585,4613,155.81,3,2,0,50.35
10395,1557.27,67.42,64,30,1346.2,27.4
11889,11702.27,418.38,8,6,0,53.15
83701,49237.41,331.18,15,11,3641.13048,366.59
5587,1596.57,65.81,10,9,749.97538,175.69
11897,9895.57,422.71,34,15,1415,29.4
1946,5360.94,92.51,11,7,2589.55,83.91
146,1726.02,54.11,25,19,901.872,80.04
11912,99495,2211,1,1,0,56.2
10375,25634.51,1451.52,90,43,6008,26.73
11794,119250.75,4975,1,1,0,36.2
1117,5340,103.39,4,1,0,83.72
11228,2862.32,89.33,3,3,0,64.78
11925,27850.31,1021.5,2,2,0,40.34
10560,4774.59,155.4,32,20,168.675,27.4
11840,3051.75,39,1,1,0,57.3
4756,322.38,37.2,5,2,0,72.79
11909,135357.42,2211,1,1,0,69.42
7085,187.16,145.9,8,6,160,61.06
6920,2864.41,132.98,9,9,20,56.23
11698,162888.34,5282.67,3,1,5314,27.54
11880,7573.5,10,1,1,0,995.09
195,4237.59,207.8,28,21,2175.3138,186.07
2271,9477.82,123.05,47,36,1219.2768,19.36
84000,9453.34,218.36,8,3,626.7830112,3317.38
11993,23310,832.5,2,2,0,39.57
2580,3825,145.17,14,10,1941.1344,19.64
7722,2220,39.48,2,1,0,422.07
1257,6406.43,512.9,42,21,7768,28.99
10491,2437.5,162.5,6,2,0,49.62
83230,12072.06,364.21,5,5,6345.891516,3176.13
2254,6428.04,236.73,24,9,0,45.19
8366,202429.12,14726.78,23,1,37549,26.71
8800,17262.13,933.25,4,2,0,36.06
10960,779.05,403.93,8,5,188.455,28.53
12007,1.17,2,5,5,8,51.78
11291,52921.4,1468,1,1,0,32.69
7463,13796.64,182.38,3,3,0,36.87
6978,19366.08,575.5,2,2,0,42.97
11955,76514,2284,1,1,0,59.35
8785,6072.46,656.26,19,13,3016,27.54
10990,677.18,27.55,1,1,105.15,28.53
145,9814.27,380.98,25,17,10920.4704,194.27
11409,33232.6,1205.29,17,13,0,38.76
12129,152263.78,3334,1,1,0,45.67
10931,3875.2,55,4,1,0,68.83
12126,1858.32,18.37,1,1,0,419.22
83837,24306.18,299.68,13,10,5701.1796,1739.15
1867,283.5,11.25,4,2,0,34.99
1248,430.68,67.58,26,19,17.8,48.07
12121,2743.83,129,1,1,0,34.2
12086,1.7,5,1,1,0,50.92
12178,3290.88,102,4,1,0,51.3
10218,4317.38,311.92,22,7,1096.8282,195.74
12052,50275.71,1580.5,2,1,0,31.81
12053,32064.48,1008,2,1,0,31.81
7359,14466.17,452.25,16,14,5823,47.26
11274,25580.7,516.67,3,1,0,33.05
10730,262.2,13.8,1,1,91.95,34.22
12089,42655,2245,1,1,0,26.73
12090,12900,20,1,1,0,728.16
4976,1516.88,117.39,23,17,1743.6756,136.55
3514,1486.04,31.55,27,10,6.552,31.02
5491,711.84,8.98,1,1,0,189.6
8166,12862.77,756.43,41,36,7119,48.66
9187,4569.24,202,1,1,0,37.07
12243,4818.45,105,1,1,0,64.74
8889,163113.15,4038.87,15,1,0,42.15
951,25598.24,538.38,6,6,3685.2732,3383.5
12230,17226,594,2,1,0,51.77
12096,39622.29,1336.5,6,3,0,36.47
3123,2324.4,101.04,9,8,1008.2394,93.26
12111,14553.9,309,1,1,0,47.1
12102,18145.8,510,1,1,0,48.41
12095,2347.88,73,2,2,0,36.15
10196,85258.5,6266.33,6,3,24,26.72
11408,14135.97,530.29,7,7,0,38.76
4533,279079.73,5766.33,6,2,4688,50.09
84050,956.71,41.18,5,5,315.426458,255.37
4136,60034.42,836.67,3,2,0,65.75
83220,8129.94,387.42,5,4,2412.004504,1490.49
9630,30644.2,1085.67,6,5,0,42.15
2586,4250.61,189,2,1,0,150.9
3932,9493.2,188.51,3,2,332.664,538.67
12175,19456,1024,1,1,0,32.76
998,305.38,5.65,1,1,150.2,71.53
4927,6829.8,194.6,10,9,2212.1358,80.78
3586,5448.96,80.52,1,1,0,230.77
12198,418324.2,13538,1,1,0,47.46
8912,24160,1208,2,1,0,39.54
10378,83.2,84.96,17,13,57.85,52.93
83040,3939.81,175.06,75,50,4520.0009,774.54
5921,6412.96,200.39,22,16,1245.4722,140.23
2572,1842.08,16.11,4,2,0,30.54
1271,3430,66.67,6,4,0,46.66
3465,1220.89,12.1,2,1,0,76.47
12202,7373.15,239,1,1,0,43.36
10746,171460.8,8439,9,3,56592,26.49
10736,29961,460.59,9,7,2717.1648,21.76
12414,78852.2,2611,3,1,0,43.96
3739,160173.22,3465.78,9,1,4983,28.17
12418,22031.02,419,1,1,0,52.58
12327,7072,340,1,1,0,29.27
12328,16536,795,1,1,0,29.27
12055,10187.64,182.96,2,2,16.6326,118.08
2828,262.9,19,3,1,12,31.99
890,5283.2,60.38,6,1,0,330.2
870,4928,56.32,6,1,0,246.4
12417,16179.29,512.67,3,2,0,40.49
2131,4907.7,63,1,1,0,97.42
12286,6104.6,131,1,1,0,52.03
12331,3432,165,1,1,0,29.27
12333,12480,600,1,1,0,29.27
10284,43560,1543.2,5,3,0,55.5
4196,9045,2306.3,10,9,0,48.39
12343,288874.52,5494,2,1,25792,49.43
4578,2259.6,61.3,7,6,69.5844,141.23
12419,5983,193,1,1,0,43.96
12428,7296,384,2,1,0,32.24
4534,294450.76,5316.67,6,1,25701,49.11
83885,21832.48,251.55,3,1,1760.87884,5069.88
4655,289213.86,4364.15,13,1,31469,48.24
8297,5756.5,227.33,3,3,458,29.13
9555,2190,60,2,1,180,49.23
4587,1502.31,107.01,9,5,0,272.99
12363,1677.7,57.5,2,2,0,47.86
10952,91369.66,2362.75,4,1,14634,43.97
11221,7485.73,299.4,10,7,2702,54.36
9059,2547.9,78.64,61,46,0,50.38
5129,1632.84,302.31,31,17,0,169.22
1493,8892.24,151.7,2,2,0,982.56
5049,157.98,2.08,1,1,0,37.61
12547,15370,530,1,1,0,42.97
12506,43365,2065,1,1,0,30.76
12588,16055.6,762.5,2,1,0,28
476,11894.37,301.56,41,34,0,49.16
6369,1167.6,21.78,2,1,0,168.03
12577,31037.02,1162,1,1,0,26.71
3185,1694.25,125.66,6,6,1607.868,85.72
12256,4887.54,189,1,1,1,41.32
11265,8853,100,1,1,0,88.53
3411,5796.9,171,1,1,0,150.9
12513,23961.79,472.78,383,218,80,41.32
8984,22902.71,917.29,109,54,137,26.71
170,4301.85,282.78,19,14,7548.0768,186.07
8513,1774.08,48.92,5,4,0,101.04
6040,2190.25,58.67,1068,629,25820.38,50.01
823,2120.62,88.98,104,66,4808.5812,31.11
3585,1777.17,114.07,104,60,3179.1,32.42
3080,2217.14,37.37,24,20,119.364,168.53
10680,7083.83,312.57,11,8,158.6,28.51
2523,4068.48,112.39,139,87,29.2008,148.89
818,4574.06,177.01,227,95,4284.51,26.06
11353,11575.91,352.67,9,6,151,41.15
7729,1538.57,48.31,34,30,823.95,48.8
9200,6948.8,208.78,286,189,27913.6,47.59
90170,3339.48,239.85,27,21,4161,29.32
6830,2738.32,56.51,106,57,1487.93,56.23
4096,5169.62,237.64,56,45,4,42.97
12032,4588.46,155.03,89,59,58,45.63
10780,2393.29,160.63,121,53,6704.85,27.4
1139,5159.75,117.34,215,96,12199.6098,53
2360,6859.26,159.36,163,76,7081.5528,57.88
809,4397.98,156.37,134,96,3412.3896,79.19
6100,3853.14,137.87,95,51,5449.15,46.3
10770,4520.52,205.53,23,16,6.8,27.4
3740,29165.37,558.54,25,19,2765.04,1355.65
1391,5557.34,159.57,126,32,4701.1608,44.47
1479,413.96,72.28,15,13,1023.276,30.23
11866,12209.83,440.47,198,105,0,46.86
1127,11521.38,580.62,204,98,10209,29.66
7510,2299.26,86.34,406,230,2666.05,48.8
82645,4509.92,19.9,34,23,449.036,40.52
7462,8109.43,177.65,14,8,66.2256,29.22
82855,2591.94,84.37,118,76,0,219.74
1714,3677.11,162.59,110,68,6029,46.58
1461,3156.05,78.11,78,47,54.06,43.82
1161,4146.9,40.51,52,35,3357.9672,87.53
3782,63366.56,1461.41,17,14,14454.624,4429.21
10380,4150.33,97.28,23,17,639.45,54.95
5874,13857.16,616.47,60,31,2625.5,30.04
1512,4929.01,220.22,112,56,8742.0396,44.51
9149,26991.81,1243.9,136,47,5433,26.73
1555,2242.36,67.46,388,226,3394.008,30.7
9060,2379.56,81.54,268,193,84.8,47.59
83521,2774.91,20.26,76,48,40.1052,42.15
3391,1427.12,122.99,70,36,2279.05,32.42
8396,3571.77,202.24,45,33,726,26.71
5864,7351.67,304.47,284,108,13750.3128,60.78
6953,19946.02,477.31,1212,540,11837.9,42.42
90026,6745.33,289.3,45,21,3510,33.03
90071,5524.27,290.21,43,30,236,32.31
1124,3976.02,77.77,91,47,2152.7184,22.16
4892,4004.29,137.21,116,52,4842.8784,26.06
10308,6434.08,290.96,46,26,2846,29.3
7540,2788.86,78.11,402,262,9300.05,48.8
1518,1820.3,32.14,31,23,1247.5806,138.63
1079,2838.65,49.1,15,9,121.8228,85.51
5019,9906.74,326.86,99,51,2350.5048,35.4
8766,120574.46,4944.66,29,4,56382,26.93
8743,8576.96,616.02,84,38,1436,27.84
11103,346363.1,8696.78,8,1,14628,41.1
8508,849.84,26.46,6,6,793.863,35.66
7871,3839.56,144.18,193,78,4475.3184,17.97
106,5285.77,143.63,149,83,2748.5616,58.76
83620,14978.33,145.02,37,22,726.8562,123.07
8770,13357.43,696.54,41,21,1266,26.64
11775,37395.83,1097.07,57,31,236,30.04
5441,197504.35,4155.7,20,4,24099,54.63
1682,3853.5,201.48,46,24,0,54.09
997,4978.15,90.81,49,41,1596.7,71.53
1369,4474.78,136.26,96,52,273.2004,67.07
14370,9310.38,248.12,60,41,2,63.79
1659,16515.28,346.75,186,49,1793.0922,36.48
1170,2476.54,62.55,220,103,2814.6432,11.43
1569,10196.83,248.29,45,29,11395,28.12
5117,2541.85,113.04,110,62,1442.9952,53.27
83073,45896.54,386.95,22,20,0,438.19
7208,1773.2,51.02,55,34,859,48.8
83506,5239.6,27.89,125,67,522.90546,29.23
11598,20740,1037,1,1,0,35
3076,21580.27,1062.88,52,14,1122,29.75
103,2480.74,88.18,160,65,2216.8968,47.4
9120,3070.92,279.95,21,21,1649,47.59
1218,4630.45,143.7,111,56,6026.328,55.57
7220,1328.8,72.26,296,203,13850.55,48.8
11217,49679.74,871.6,10,1,40,61.99
1762,4855.94,173.49,41,31,99,50.09
12465,5298.25,251.39,106,81,155,41.32
11869,123672.48,5172.82,11,1,24570,27.75
10614,9355.5,645.78,40,23,774,26.73
1224,2411.25,166.64,381,193,24038.64,31.53
6385,9879.28,170.96,14,10,3162.84848,107.97
6274,2193.06,90.3,59,39,4066.4736,32.91
11581,19900.77,945.33,3,2,805,28.31
7214,6258.91,122.64,39,17,0,24.14
2466,3029.63,82.49,18,2,0,62.41
4958,6395.82,231.81,36,24,6325.0032,160.81
1966,3127.06,159.67,77,43,7697.8944,35.18
11023,2535.96,80.01,32,20,2434.944,60.62
82942,8663.98,125.37,53,45,470.0334,274.54
9560,15481.32,564,71,33,267,30.35
7872,3935.7,122.9,70,43,4605.5334,22.01
82509,4872.72,33.2,44,30,4.60062,21.67
11647,5880.64,184,1,1,0,54.68
2454,5211.46,147.85,11,5,793.45,71.53
8768,9313.18,471.47,113,51,1220,26.93
8274,94188.39,4472.39,28,4,45160,27.84
1730,1388.55,55.22,72,49,1805.1264,48.18
1058,23731.31,1450.5,16,13,4973,27.37
8742,9348.15,476.17,53,23,1986,28.58
82944,11875.96,134.84,81,61,33.078,367.08
5356,12480.06,214.15,4,3,15.3101042,3177.05
1167,8352.9,174.53,10,7,0,125.57
3015,4772.71,241.99,19,4,212.5,27.4
3496,17908.47,916.52,44,21,0,27.4
2303,4477.82,138.73,200,122,7998.5376,189.37
8194,20207.06,1809.07,15,8,1481,28.58
7882,7280.88,233.47,171,75,5419.6776,75.52
4530,2192.08,56.63,39,34,5765.7,50.38
10765,3525.93,139.33,3,2,277,26.54
2146,6394.26,69.14,60,36,3810.66,168.03
8272,113667.59,5002.24,37,1,80488,28.38
10802,10135.13,418.46,13,9,0,27.75
11227,10118.32,267.71,7,4,0,27.02
7887,6954.81,274.68,74,35,1199.6586,114.41
6427,20686.32,48.45,6,6,0,49.7
8765,11352.97,737.46,133,59,5548.26,27.12
84060,3257.17,121.21,10,8,20.4646428,317.2
5125,5647.63,206.58,104,47,10789.74,64.23
11627,39076.34,683.46,1,1,0,1152.8
4633,5042.91,108.32,82,47,4091.7672,404.99
5101,4560.5,143.24,57,33,3373.6224,45.84
7569,239155.19,2633.15,13,11,0,61.01
12251,194604.82,7959.58,24,2,32599,26.71
14290,19745.6,290.81,26,18,219,63.79
1273,1012.32,47.18,61,30,1553.9712,11.95
3378,74987.15,4314.9,10,1,39692,52.83
90146,1651.05,94.93,14,10,229,30.78
1472,5809.87,170.13,45,27,0,74.41
8273,131923.5,5516.6,54,4,156363.4,28
118,1477.83,116.24,38,23,6106.9356,90.9
2716,7381.23,234.98,87,47,918.57,54.36
3256,5612.51,143.29,150,114,9957.9,46.3
4001,169807.49,6204.83,6,1,9829,28.28
82621,1577.25,8.3,80,53,76.416,27.37
7228,3717.73,60.29,39,27,1257.35,48.8
11369,6914.99,353.06,31,18,659,39.02
11421,11806.41,423.62,26,16,2549,41.83
83668,7664.65,118.31,57,42,664.07208,270.73
3894,9473.59,993.11,19,8,539,30.35
3895,9207.77,914.35,23,9,2308.35,30.2
10307,201646.82,6958.17,18,1,8447,29.3
14390,10441.6,231.9,20,14,8060,65.75
82761,3118.78,37.27,89,65,155.136,109.57
83789,9468.87,124.75,14,11,1354.2507,1652.47
7606,10538.84,133.66,76,49,796,64.84
4348,2324.34,31.97,23,18,1465.47,43.53
4810,4646.5,187.78,19,15,2821.116,1010.07
646,7417.74,269.48,54,41,4976.2944,267.46
7886,2143.61,102.83,52,37,1981.512,91.91
8160,3390.7,83.04,72,26,0,9.05
12187,22571.07,655,21,14,341,26.71
10708,42534.9,1250.67,3,2,0,59.52
10900,3428.37,146.28,14,8,388.65,27.4
12536,8830.41,290.23,86,67,386,47.71
60,7199.46,144.56,77,29,1917.3168,28.61
7106,3586.95,146.08,18,12,94.248,44.51
150,774,69.04,23,18,1384.344,96.38
4227,342.72,61.19,29,23,2580.6588,16.12
11787,0.12,12,1,1,0,50.82
11157,308562.67,9893,1,1,20494,26.73
8228,13764.83,819.56,18,12,0,31.35
10643,15403.24,1098.39,36,19,236,26.73
577,3348.56,35.9,20,17,525.0492,175.2
3186,5828.05,234.3,40,24,5557.215,145.96
11364,7826.44,275.31,31,19,3803,40.27
1322,14528.41,81.52,23,16,561.74564,58.64
9151,45094.52,1675.83,52,20,18490,27.22
11650,8192.41,172.21,76,29,525.5,49.43
5142,3134.91,144.8,5,3,0,29.37
11700,2672,167,1,1,0,34.92
1102,1845.04,58.3,44,26,2924.5236,43.89
11711,786,22.3,1,1,0,106.26
8762,111414.46,6475.17,36,3,131382,27.32
10658,3608.86,69.27,16,11,116.75,56.23
4931,1872.71,75.73,45,26,953.6592,66.12
4676,2806.76,188.96,36,23,3185.55,34.61
5829,5010.79,12.71,35,27,381.22,58.68
7191,945.19,42.91,47,31,2338.0944,18.7
2351,3916.02,125.31,35,26,209,42.97
3947,551.58,10.04,5,2,4.1832,34.09
11543,45.67,5.99,7,6,0,41.4
1319,5026.47,229.9,26,14,43.5504,52.93
83644,8087.04,66.2,18,11,0,341.87
539,5004.13,174.64,14,10,4503.685,80.45
7168,1978.5,15.05,5,2,0,86.79
320,1245.63,35.81,38,19,402.7968,20.58
3286,9560.33,53.56,3,1,0,103.11
3175,3022.83,324.98,106,70,23353.9908,42.3
11433,38797.65,915.95,83,36,3545,44.51
10948,198819.29,4279.86,14,2,644,44.51
1992,1306.22,44.25,37,31,5691.5,61.06
8290,203458.51,8072.64,11,1,0,29.75
4757,136373.04,3118.61,18,2,41610,53.67
1333,1433.16,23.65,45,28,3980.5152,12.38
6480,1123.22,124.84,8,7,46.15,52.93
7690,2425.36,80.88,128,86,2771.95,48.8
10567,100506.9,3456.67,6,2,4932,65.04
11797,77324,2974,2,1,0,40.27
12027,4959.44,396.51,57,23,2661,29.13
12250,186331.33,6716.23,13,1,201246,26.71
7656,13097.25,703.74,3,2,0,21.25
11851,13211.68,284,2,1,0,52.76
11035,11750.49,526.3,10,9,219,30.42
2972,3613.27,194.77,36,29,7664.544,201.51
10608,5052.54,139.12,17,4,0,30.35
3836,196661.29,5533.57,7,1,4746,31.22
11719,21146.04,604,1,1,0,44.73
10568,169753.16,2558,2,1,0,63.79
11568,29556.03,607,3,2,0,55.31
11785,537.84,12,1,1,0,50.82
11870,337.12,7,1,1,0,54.62
11872,2584.2,118,1,1,0,41.85
6788,1536,24.04,1,1,0,401.78
11704,3960.24,62.23,1,1,0,535.44
11849,30213.78,1272.25,4,3,0,35.13
5047,5088.73,270.18,24,19,4674.7008,183.17
7699,3997.68,109.68,10,10,3528.2,48.8
11883,91523.9,1495,1,1,0,69.42
10951,211174.19,4601.5,14,2,0,43.11
7427,240943.68,4209.8,5,1,0,66.52
11417,22953.83,694.12,76,40,3887,43.11
8747,1439.64,64.33,10,5,0,39.6
2338,3511.81,63.85,11,9,25.71,72.61
11842,167760,7450,2,1,0,43.11
6180,10237.85,129.86,104,71,75.45,46.3
98,2323.12,86.18,66,31,2257.962,43.33
11994,25215.85,1076.67,3,2,0,32.59
10830,2344.64,272.59,16,7,5263.4,27.4
14085,19667.43,466.26,27,11,103,66.52
11944,128700,2860,1,1,0,67.06
11911,126405,2809,1,1,0,56.2
996,1478.15,26.45,4,2,87.9,71.53
11766,9666.3,453.2,15,12,1292,28.04
11964,9933,301,1,1,0,48.41
3787,910.5,100.74,18,13,2825.1,20.67
11799,35634.32,766,1,1,0,52.76
3124,1904.72,174.11,29,22,2513.2842,106.78
5028,2832.16,153.72,73,34,10423.8636,90.08
11957,49136.2,2243,4,1,750,31.31
83576,5373.4,49.46,21,13,1051.1424,82.82
2527,1539.61,92.06,10,8,4.9,83.91
11961,7078.08,136.49,1,1,0,1847.73
488,360.64,34.97,54,43,44.2,48.8
3122,2249.79,121.35,22,12,1554.4872,79.77
6966,1041.66,118.73,8,3,1098.6,48.8
11916,0.75,7.5,1,1,0,36.86
4605,7002.85,135.67,3,2,0,55.34
5390,39748,2092,1,1,748,30.2
940,115.6,10.57,6,2,46.6,50.01
3281,7448.16,135.86,7,2,0,187.76
11309,210103.98,6660.5,4,1,53738,26.73
3160,1027.49,44.61,5,4,78.75,52.93
12051,12265.74,136.49,1,1,0,2044.29
11335,9942.9,204.59,9,9,174.7,56.23
765,5597.78,162.93,149,90,9031.968,194.19
8400,7495.58,206.5,12,1,0,67.77
10580,6196.46,272.9,5,4,210,27.4
12039,112612.5,2475,1,1,0,79.61
11946,833.7,5.63,2,2,0,44.05
83607,8829.58,47.08,8,6,253.30595,230.13
2037,180.65,26.41,6,5,55.55,71.53
7334,292379.6,5310,2,1,32965,45.63
7429,527157.08,6427.62,13,1,5976,64.84
5714,4064.5,79.96,23,16,166,76.37
2528,4636.46,66.38,5,4,811,83.91
12015,23680,740,1,1,690,38.93
4909,2542.41,91.18,12,6,386.568,30.86
12004,18790.2,876,1,1,0,28.31
6852,10185.4,401,1,1,0,150.9
139,1512.48,50.73,4,4,101.4606,80.04
11967,31667.15,1447,2,1,0,37.17
5448,3626,87.41,5,2,0,232.62
127,1838.15,66.81,32,18,1126.6464,90.9
12050,20340.6,1002,1,1,0,28.74
11413,25656.26,987.4,10,8,1134,39.92
4639,11971.66,118.33,1,1,0,370.99
12023,62361,1230,1,1,0,79.36
84015,27320.73,264.95,4,3,0,5622.45
11406,7289.55,220.86,7,4,107,38.76
83791,26440,252.35,1,1,1506.934215,2527.87
84020,34646.24,246.94,4,4,553.542341,151.64
9818,12768.68,358.57,7,5,3414,30.35
3257,4592.94,152.82,21,16,263.05,46.3
1486,640.7,112.61,28,25,13.95,46.3
4996,1428.73,179.42,53,33,5962.818,25.47
12010,65399.1,2045,1,1,0,43.16
12011,36453.6,1053.5,2,2,0,39.02
3911,3116.5,45.36,2,2,0,776.17
5977,1655.31,176,2,1,0,150.9
3060,2197.8,22,1,1,0,90.62
7431,508637.24,7786.64,11,2,0,64.02
8605,8606.08,224,1,1,0,43.79
2337,5787.54,132.22,15,10,1698.9,80.45
12016,14889.6,288,1,1,0,90.48
65,2727.33,148.67,24,12,2313.768,38.41
12003,6971.38,201.75,4,3,0,53.06
9518,7345.5,99.88,8,7,72,49.11
6422,767.16,54.85,8,7,0,132.8
12046,13627.5,395,1,1,0,49.33
11667,4840.08,229.5,14,11,681,26.73
4889,373.5,185.77,12,8,3748.0104,28.87
12049,13824,207.16,1,1,0,1089.58
12107,82893.17,2185.6,5,1,30904,32.69
12083,3353.28,17.52,1,1,0,70.38
4890,2366.4,66.12,4,4,1338.4716,38.89
12235,3448.35,98.5,2,1,0,50.21
12237,3809.45,86.5,2,1,0,44.21
12098,8121.99,237,1,1,0,46.62
10194,41712,3217.67,3,2,116,26.72
12115,10650,355,1,1,0,30
12241,21360,712,1,1,0,48.84
11366,15376.74,398.75,4,3,2996,41.07
10264,150121.16,5717.2,25,3,0,30.42
5920,5442.12,106.95,39,28,2017.9386,80.04
11171,203624.35,4148.4,5,1,20478,48.66
4591,3316.32,31.42,15,1,0,104.58
3417,8912.4,660.13,8,1,0,855.17
12094,83125,2435.5,2,1,122,53.93
8661,19338,794.8,10,8,0,45.13
12044,6667.98,154.27,1,1,0,147.68
7790,9150.9,141,1,1,0,48.8
1517,492.19,5.8,1,1,49.45,76.37
12245,64002.83,1611,7,1,0,62.8
4743,20779.92,171.21,15,12,414.225,336.15
12264,5424.48,144,1,1,0,55.4
12336,21211.5,537,1,1,0,68.64
4307,3875.91,66.37,8,4,322.132,384.51
83752,13433.1,294,7,4,2769.05746,1585.83
4835,48925.44,192.88,6,6,462.9216,791.44
6842,10287.04,87.15,1,1,0,75.91
2410,26605.44,331.9,1,1,0,1801.04
9142,2220,49.63,3,1,59.1484,141.02
12207,3516.9,114,1,1,0,43.36
12208,3948.8,128,1,1,0,43.36
10862,1242.5,900.67,3,2,0,39.39
12415,60490.6,2003,3,1,0,43.96
11618,5760.92,285.16,10,8,2193.2064,32.92
90085,13114.23,420.05,43,22,6363,28.17
12324,24843,1014,1,1,0,43.57
12406,63860.4,1971,1,1,0,45.13
11381,5000.94,121.33,6,1,5578,42.8
4308,3998.83,79.49,7,6,238.467,948.79
10326,11209.09,525.46,13,11,6,52.08
12297,1775,71,1,1,0,43.11
12299,700,40,1,1,0,31.84
12341,7176.08,271,1,1,0,32.71
12334,3224,155,1,1,0,29.27
2501,1784.12,18.8,1,1,0,82.59
5037,751.2,46.13,3,3,514.0044,93.26
11862,4219.25,271.28,100,70,6671,46.86
1713,1695.4,142.39,36,23,1836,46.58
10773,22257,508.68,2,1,2034.72,120.38
12416,2660.71,97,1,1,0,40.34
800,397.38,4.38,2,1,0,66.23
5046,1697.67,133.2,13,11,1646.4576,133.88
10292,45825,1446.75,4,4,0,55.5
12426,47493,1759,1,1,0,42.96
10749,173399.28,5482,4,2,107287,26.39
11933,2648.1,167.96,36,28,2584,46.42
812,8927.1,129.83,4,4,612.0774,131.69
12450,25613.12,1222,2,1,0,28.33
6002,1830.96,26.93,1,1,26.9262,145.32
12542,15485,815,1,1,0,30.43
653,55094.4,460.84,20,12,5070.2184,48.59
10286,5276.4,138.11,1,1,0,701.26
12495,3569.6,194,1,1,0,27.17
3398,292.5,6,2,1,0,87.62
8916,23692.5,675.17,6,2,0,78.34
10321,10835.63,3072.2,10,3,15330,46.09
2269,1732.08,211.05,19,14,1965.645,185.96
14254,2640,88,1,1,0,64.02
12568,395.2,19,1,1,0,28.99
12570,12230.4,588,1,1,0,28.99
1235,9602.07,96.2,5,4,1062,51.62
6444,531.24,164.38,40,24,605,52.83
12587,38786,1855,2,1,0,28
